TransactionID,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class,Time,Amount,Merchant,Category,Cardholder
TXN10000,-2.4699543367714756,-1.5540284587418989,-0.47905395807667694,2.003712377641142,5.4968113683063216,-9.988232070186154,-2.381138766788843,2.730800292310125,0.29068659903458305,-1.4113044392670364,2.7085668113294354,2.688084159759957,-1.3307819566006664,0.5247015368194208,2.661621136603467,-5.335940901717339,-1.9912121343570284,-7.42544876255309,0.8167850212968994,0.6334713838104189,-1.4315362886283902,-0.15697522908608919,-2.1111428233124006,4.132019492975251,0.027927456581332777,-1.2035897102859348,7.148084964679763,-1.5721446839094226,0,126,6257.97,Swiggy,Dining,Rahul Mishra
TXN10001,3.452678926606839,1.4383329300761702,-1.3333322671963406,-2.6978681652091288,-8.69637903550547,7.977554454682403,-1.4510891607096927,-1.3067248127154238,-0.9274528489075078,1.1665257318000142,-3.2490489007627668,-3.2353930591506392,0.6053270836241227,1.104431316636041,-2.074943438684988,-4.429869979355197,4.043330452643743,-0.5761996180416494,-0.362009415836798,1.2771694458980805,-0.5029810883576259,1.4100921173609198,-0.2903677352210535,-4.859168966990498,1.2975735817449545,-1.2745332871682922,-8.702197424989398,2.2425546169799397,0,138,513.19,BookMyShow,Entertainment,Sanjay Reddy
TXN10002,7.6098470330892924,6.130531747729367,-4.976681963485158,2.4571585959140885,-4.519769569286758,0.6467788985105588,1.9911801600020091,-5.061754216083507,2.1526030826620284,-3.877039085455913,-2.9322338146028355,-2.7598083425900484,0.4207662936273189,1.7940711397121163,1.4079216179133067,-7.070482461164018,-1.0442267158377105,6.4058719418886145,4.2409307745898035,2.4615988190362668,0.48013139524176573,1.052838406319543,-0.1299441131907788,2.580273080560696,-4.706834366936024,-2.761976656038732,16.58626986061655,-2.9921501906272785,0,155,1403.16,Airtel Pay,Utilities,Priya Mehta
TXN10003,-0.38571783071725263,2.287270643903743,1.138104971957615,-2.294423854660101,1.9267592129282698,-4.336252883156212,-0.37329086611427176,1.796759946309591,-8.865230924132117,-3.318700014036361,-13.981389361542105,5.58705209472287,-5.295815501793004,-0.3580716433205564,-5.123426750142962,0.21795156635289847,-1.8901857748048712,4.069586484724462,-0.39039518846268795,-1.1076446949167862,2.7229054580125416,2.5330554388557545,2.1406459474998605,3.0390791131021255,-3.4904740454330505,-0.19122538424401825,0.6016463346810593,1.4620821965842599,0,159,2440.05,HPCL Petrol Pump,Fuel,Aditi Verma
TXN10004,9.928139914811718,0.810212301574815,0.34442895319862976,3.100600178698247,4.523349726588108,2.9079687037674757,2.086308428647687,-5.596155436497107,2.2565505609089875,-4.055893990047313,-0.35370133486418837,-5.0140862642922714,2.6845150733906387,-1.499862225706685,1.3350563578718138,-5.5479281679126515,1.0756032069800392,11.536986742642394,6.082665524904306,2.3552092775817868,-2.313876779643905,1.894889201399291,-2.1699012043319112,3.3710058301608186,-3.830292097752891,-3.690527719922014,10.33193438863301,-1.5615413868426522,0,163,995.54,Reliance Retail,Shopping,Divya Rao
TXN10005,-6.413747386632732,1.0457221298175157,-0.1663572217396988,-2.170833247722208,-1.5562626777935775,3.404789882850443,0.9859430490968744,0.8633347389843115,7.473285455289503,2.3094961702214314,-0.45368628094570707,-1.7831528059899955,-2.050476835556554,2.9922215913347703,-0.3531259216537399,-7.413598490105858,1.9273514639413936,-10.5285140376862,-2.271523323952593,-1.295644542914717,-4.001180198901507,0.4919119725769958,-0.7939303317958081,2.244352277545995,0.6208470628372955,0.15260528736868406,-4.437257360156461,-3.000510713418922,0,174,2799.03,Zomato,Dining,Aditi Mehta
TXN10006,-7.963145598589609,3.9331940991585097,2.580287373431801,-2.720902843483068,8.581336636521991,-4.728009872123707,-0.08978536222474953,1.106220564519091,-8.146762665229396,-1.1212622297923236,6.562251102152211,1.4007424999378637,2.167969064576973,-1.5442995248331362,2.84242604902009,-0.5433627171599893,-2.557418912438396,-1.0055935777745053,-2.279669823093165,-0.9998408508040132,-0.47511844736231734,7.391465219177538,1.2867612110752813,0.8698237790290084,0.006809625794191643,-1.3801423142896063,1.8284976871163563,-4.92470881877267,0,192,918.95,Flipkart,Shopping,Aarav Kumar
TXN10007,-14.487644450815429,-3.602335014969916,-1.4624964379041034,-1.4306111733725386,-6.405062417072381,-4.330490123000923,-5.066518246806765,1.5705962957706858,3.9556290810679045,1.2009657224737347,6.52893714049183,-5.681471958272177,-0.06735734246204406,-2.4859152522068766,0.4248523195404399,2.42253184268567,-3.7159259536882474,-13.665200280309028,-1.2419898549241524,-4.917283783889218,-3.8683292935711506,-4.2115043569812975,-0.812860627139762,2.2007864563709516,0.1882949902564065,5.913028191720212,-5.785907062031898,-5.303444298616714,0,203,914.77,Flipkart,Shopping,Vikram Kumar
TXN10008,5.556482715843136,-4.904777310685452,-0.5012830095274399,3.8216978031912907,-8.104630045012842,2.8468587190652226,2.1421070633051467,-0.21687937199498186,9.808224373971857,1.0900442178323329,-0.421628739376499,-7.570466509153196,-0.5180597618940896,-1.540199266397955,0.27967669545452245,14.035218001662187,-0.5280472965989196,8.456505185384053,1.0194760078648066,-1.9304922323933689,4.037107825178514,-4.68398126833981,-0.4823776694248756,-1.5953299468166073,-0.534853583273108,-2.293455680730108,-1.7693371107672686,0.5082599086743456,0,207,3039.29,JioMart,Groceries,Ananya Rao
TXN10009,-8.327027239520564,6.322663923191697,-4.035777988352866,0.5143259115875627,-2.2065157764029992,3.4394510803163616,-4.774299202771657,-0.09132866161847919,-6.688739414234436,4.329325068376118,5.829827931667317,3.2232700782748016,2.0014853872246356,-0.6681696490135951,1.8306774177464105,-4.485813326649591,-4.461692195234358,-8.304838489600447,0.007180777928402771,1.9070102360140138,-1.262222151032847,-2.115856441327542,-4.554364141167365,-0.6566804071940111,6.539890796088521,2.630295476582424,9.851535575536406,2.348240643094878,0,235,3809.08,Flipkart,Shopping,Rohan Singh
TXN10010,1.0444150799702407,-3.202749599755994,2.50819099489372,-0.9180166500941105,1.8627448173674068,2.9895109983611494,0.7198366520280515,-2.6838187436332426,-4.108203859467875,-4.665753771308333,-5.855618120614378,-4.056709008331483,-2.0812656398733704,-3.480390136570133,-4.992020124376015,-4.73024811403289,3.91203202816537,6.988450682735944,1.3895843094873372,-0.09218488772047195,-1.0261914312904792,2.304438312427365,-2.1812374227488416,3.526109139661538,-1.3653454783477026,-1.5545419442574815,-11.32354663493753,-1.288034895156445,0,276,9094.57,HPCL Petrol Pump,Fuel,Ananya Nair
